customer_id,name,age,gender,email,district,state,country,zone
CUST00105,Eric Young,39,Male,mejiasandra@hotmail.com,Kozhikode,Kerala,India,South
CUST00106,Chad Barrett,41,Female,pgarcia@yahoo.com,North Delhi,Delhi,India,North
CUST00107,Elizabeth Nelson,38,Male,nrobinson@pham.net,South Delhi,Delhi,India,North
CUST00108,Michelle Andrews,66,Female,jessica24@burnett.org,Kozhikode,Kerala,India,South
CUST00109,Darrell Cochran,54,Female,eugene88@gmail.com,Chennai,Tamil Nadu,India,South
CUST00110,Philip Robinson,61,Male,christine00@hotmail.com,Kozhikode,Kerala,India,South
CUST00111,David Ramos,60,Female,hillmichael@yahoo.com,North Delhi,Delhi,India,North
CUST00112,Linda Mitchell,35,Male,kristenburke@hotmail.com,Puri,Odisha,India,East
CUST00113,Daniel Thomas,40,Other,lauraharris@patel-harris.com,Bhubaneswar,Odisha,India,East
CUST00114,Michael Little,57,Male,fweaver@costa.com,Nagpur,Maharashtra,India,West
CUST00115,Terry Price,27,Male,thomassamantha@reed-james.org,Kozhikode,Kerala,India,South
CUST00116,Thomas Combs,60,Female,tim71@howell-miller.net,Kota,Rajasthan,India,West
CUST00117,David Leach,47,Female,randall55@martinez.net,Salem,Tamil Nadu,India,South
CUST00118,Philip Brown,22,Other,christopher37@underwood.com,South Delhi,Delhi,India,North
CUST00119,Madison Anderson,30,Male,cherryspencer@murillo.com,Coimbatore,Tamil Nadu,India,South
CUST00120,Jennifer Long,62,Other,whall@yahoo.com,Nashik,Maharashtra,India,West
CUST00121,Marcus Gutierrez,28,Male,mlang@hotmail.com,West Delhi,Delhi,India,North
CUST00122,Sarah Edwards,19,Other,johnstoncolleen@yahoo.com,Rajkot,Gujarat,India,West
CUST00123,Tonya Miller,28,Female,christinefox@santos.com,Agra,Uttar Pradesh,India,North
CUST00124,Danielle Peck,51,Male,davidball@hotmail.com,Guntur,Andhra Pradesh,India,South
CUST00125,Jonathan Foster,62,Male,terrychristopher@swanson.biz,Jamshedpur,Jharkhand,India,East
CUST00126,Phyllis Harris,55,Male,mmcintyre@petersen.net,Vijayawada,Andhra Pradesh,India,South
CUST00127,Eric Fleming,69,Other,morganvirginia@carter-miles.com,Patna,Bihar,India,East
CUST00128,Rebecca Jacobs,36,Male,christywaters@kennedy.com,Jamshedpur,Jharkhand,India,East
CUST00129,April Gibson,54,Female,ethanwilliams@wilcox.net,Madurai,Tamil Nadu,India,South
CUST00130,Timothy Lopez,27,Male,heatheradams@sanchez-ibarra.com,Hubli,Karnataka,India,South
CUST00131,Christy Holmes,32,Other,farmercindy@collins.com,Margao,Goa,India,West
CUST00132,Shawn Cardenas,57,Other,cmartinez@smith.info,Hubli,Karnataka,India,South
CUST00133,William Hansen,32,Female,caseymathis@davis.com,Cuttack,Odisha,India,East
CUST00134,Jason Williams,38,Female,anna04@hotmail.com,Siliguri,West Bengal,India,East
CUST00135,Melissa Perkins,69,Female,banthony@hotmail.com,Mangalore,Karnataka,India,South
CUST00136,Ashley Johnson,22,Other,james94@gmail.com,Madurai,Tamil Nadu,India,South
CUST00137,Daniel Murphy,38,Female,thomasgreen@rowe-white.com,Nellore,Andhra Pradesh,India,South
CUST00138,Tony Shepherd,46,Other,loridaugherty@kent-watson.org,Jaipur,Rajasthan,India,West
CUST00139,Susan Meyers,40,Other,christophervilla@hotmail.com,Panaji,Goa,India,West
CUST00140,Dr. Sherri Lewis,56,Male,lindseycharles@gmail.com,Bhagalpur,Bihar,India,East
CUST00141,Jose Shah,28,Female,jillhouse@gmail.com,Patiala,Punjab,India,North
CUST00142,Christian Eaton,44,Male,qwatson@hotmail.com,Nashik,Maharashtra,India,West
CUST00143,Daniel Wilson,61,Female,carsonkristin@grant.com,Bhubaneswar,Odisha,India,East
CUST00144,Kristen Martinez,33,Other,ericadickerson@moreno-taylor.com,Mysuru,Karnataka,India,South
CUST00145,Mrs. Bonnie Holloway,25,Other,robertjones@green.com,Mysuru,Karnataka,India,South
CUST00146,Aaron James,53,Other,kari76@gmail.com,Patna,Bihar,India,East
CUST00147,Jennifer Chen,59,Male,tonya74@turner.com,Rourkela,Odisha,India,East
CUST00148,Cynthia Williamson,18,Female,wrightcraig@jenkins.com,Kota,Rajasthan,India,West
CUST00149,Brittany Rivas,21,Female,julia51@hotmail.com,Bengaluru,Karnataka,India,South
CUST00150,Jill Ware,67,Male,hernandeztravis@hotmail.com,Rajkot,Gujarat,India,West
CUST00151,Martin Arnold,32,Female,ysimmons@yahoo.com,Margao,Goa,India,West
CUST00152,Tamara Richardson,20,Male,andreamoore@wolfe-jenkins.com,Salem,Tamil Nadu,India,South
CUST00153,Kimberly Rivera MD,49,Female,sgray@yahoo.com,West Delhi,Delhi,India,North
CUST00154,Mary Osborn,30,Female,rodrigueztracy@hunt-cox.com,Vijayawada,Andhra Pradesh,India,South
CUST00155,Natalie Boyd,69,Female,qanderson@wiley.com,Lucknow,Uttar Pradesh,India,North
CUST00156,Jacob Blevins,67,Male,carlvasquez@gmail.com,Thiruvananthapuram,Kerala,India,South
CUST00157,Dr. Samantha Taylor,39,Female,marmstrong@gmail.com,Udaipur,Rajasthan,India,West
CUST00158,Amber Griffith,61,Male,benjaminlee@knapp.info,Bhagalpur,Bihar,India,East
CUST00159,Alicia Johnson,51,Female,rhondalarsen@white.net,Gurgaon,Haryana,India,North
CUST00160,Scott Salazar,34,Male,alec62@yahoo.com,Nagpur,Maharashtra,India,West
CUST00161,Caleb Cruz,24,Male,justin80@price-stafford.biz,Amritsar,Punjab,India,North
CUST00162,Walter Taylor,48,Male,zmorris@miller-forbes.com,South Delhi,Delhi,India,North
CUST00163,Danielle Alvarez,59,Female,kjohnson@brown.com,Cuttack,Odisha,India,East
CUST00164,Jessica Solis,52,Female,wangadam@hotmail.com,Rourkela,Odisha,India,East
CUST00165,Thomas Brown,70,Other,colleen63@clark.com,Bhagalpur,Bihar,India,East
CUST00166,Sandra Bautista,46,Other,russellstuart@smith.biz,Siliguri,West Bengal,India,East
CUST00167,Mark Williams,32,Other,griffinterry@yahoo.com,Mysuru,Karnataka,India,South
CUST00168,Joshua Allen,45,Other,cgraham@hotmail.com,Jalandhar,Punjab,India,North
CUST00169,Debra Cruz,48,Other,williamsmatthew@gmail.com,Patiala,Punjab,India,North
CUST00170,Lauren Ramirez,70,Female,joseph91@curtis.com,North Delhi,Delhi,India,North
CUST00171,Jessica Hale,22,Female,idouglas@rogers-cook.com,Chennai,Tamil Nadu,India,South
CUST00172,Ashley Buck,48,Male,boydstephanie@gmail.com,Vadodara,Gujarat,India,West
CUST00173,Alexander Perry,40,Other,perkinschristopher@yahoo.com,Thiruvananthapuram,Kerala,India,South
CUST00174,Angela Perry,63,Male,sanchezrachael@wright.com,Salem,Tamil Nadu,India,South
CUST00175,Robert Ferguson,24,Other,jacobyang@yahoo.com,Margao,Goa,India,West
CUST00176,Derek Brooks,26,Other,rturner@lozano-gibbs.com,Thiruvananthapuram,Kerala,India,South
CUST00177,Jennifer Wilson,63,Other,robert40@tucker.com,Muzaffarpur,Bihar,India,East
CUST00178,Michael Bishop,32,Male,usmith@madden.com,Faridabad,Haryana,India,North
CUST00179,Christopher Jensen,65,Female,josephpierce@kim.biz,West Delhi,Delhi,India,North
CUST00180,Lee Cabrera Jr.,52,Male,whitedaniel@mcgee.biz,Muzaffarpur,Bihar,India,East
CUST00181,Matthew Smith,47,Male,fbates@yahoo.com,Visakhapatnam,Andhra Pradesh,India,South
CUST00182,Benjamin Collins,48,Other,martinbright@yahoo.com,Patiala,Punjab,India,North
CUST00183,Ryan Jones,64,Male,thompsonrebecca@white-hernandez.net,Kanpur,Uttar Pradesh,India,North
CUST00184,Mary Porter,59,Male,hboyd@gmail.com,Jalandhar,Punjab,India,North
CUST00185,Joseph Lawson,45,Male,joseph63@jennings-woodward.com,Chennai,Tamil Nadu,India,South
CUST00186,Mariah Randolph,18,Male,cherylgriffin@yahoo.com,Mangalore,Karnataka,India,South
CUST00187,Cesar Waller,43,Other,alexa84@silva.biz,Jaipur,Rajasthan,India,West
CUST00188,Mikayla Jackson,32,Female,ayalavicki@richards-coleman.info,Patna,Bihar,India,East
CUST00189,Michelle Moore,62,Male,daniellawrence@gmail.com,Varanasi,Uttar Pradesh,India,North
CUST00190,Grace Anderson,69,Female,lynnlarry@allison.com,Ambala,Haryana,India,North
CUST00191,William Webb,55,Other,scottclaire@hotmail.com,North Delhi,Delhi,India,North
CUST00192,Patricia Bates,60,Other,gibbsjennifer@smith.com,Mapusa,Goa,India,West
CUST00193,David Peterson,69,Male,katherinejackson@hotmail.com,Ahmedabad,Gujarat,India,West
CUST00194,Ryan Jones,54,Other,amandahorton@nelson.org,Chennai,Tamil Nadu,India,South
CUST00195,Deborah Esparza,53,Male,lwhitaker@yahoo.com,Thiruvananthapuram,Kerala,India,South
CUST00196,Shawn Richards,47,Male,patelnatalie@khan.org,Nellore,Andhra Pradesh,India,South
CUST00197,Kimberly Hernandez,45,Male,brian16@cameron.com,Nellore,Andhra Pradesh,India,South
CUST00198,Kimberly Johnson,65,Female,sydneysexton@gmail.com,Puri,Odisha,India,East
CUST00199,Julie Richardson,69,Male,ehenry@mcconnell.biz,Pune,Maharashtra,India,West
CUST00200,Steven Day,61,Other,xward@gmail.com,Surat,Gujarat,India,West
CUST00201,Steven Johnson,22,Male,fvega@jenkins.com,Mumbai,Maharashtra,India,West
CUST00202,Jill Young,44,Female,natalie16@gmail.com,Vijayawada,Andhra Pradesh,India,South
CUST00203,Kimberly Garza,48,Female,kimberly21@wood.com,New Delhi,Delhi,India,North
CUST00204,Sherry Lowe,58,Female,ericperkins@yahoo.com,Gaya,Bihar,India,East
CUST00205,Kristen Mcdonald,35,Female,xshort@wilson.info,Lucknow,Uttar Pradesh,India,North
CUST00206,Anthony Guerra,33,Female,ariaslauren@ramos.biz,Cuttack,Odisha,India,East
CUST00207,Ian Lam,43,Female,franklintracie@yahoo.com,Dhanbad,Jharkhand,India,East
CUST00208,Mr. Connor Jones,69,Female,eburnett@cruz-crawford.com,Coimbatore,Tamil Nadu,India,South
CUST00209,Brittany Washington,33,Female,sandersjames@hotmail.com,Siliguri,West Bengal,India,East
CUST00210,Barbara Ingram,22,Other,batesbrandon@hotmail.com,Margao,Goa,India,West
CUST00211,Lindsey Thompson,40,Other,alexandra61@sutton.com,Agra,Uttar Pradesh,India,North
CUST00212,Gabriel Meyer,61,Female,fparrish@gmail.com,Rajkot,Gujarat,India,West
CUST00213,Anna Brown,37,Other,maureen93@hotmail.com,Chennai,Tamil Nadu,India,South
CUST00214,Ian Barr,68,Other,aimeeturner@gmail.com,Howrah,West Bengal,India,East
CUST00215,Donald Myers,65,Female,mcruz@shelton.com,North Delhi,Delhi,India,North
CUST00216,John Berg,68,Female,crandolph@hotmail.com,North Delhi,Delhi,India,North
CUST00217,Arthur Medina,48,Male,isimpson@lewis.net,Patiala,Punjab,India,North
CUST00218,Arthur Schwartz,37,Female,xbaker@yahoo.com,Ahmedabad,Gujarat,India,West
CUST00219,Joan Stafford,34,Female,zamorasarah@cline-friedman.org,Ahmedabad,Gujarat,India,West
CUST00220,Emily Pace,41,Other,sean14@hotmail.com,Lucknow,Uttar Pradesh,India,North
CUST00221,Amy Kidd,27,Female,christineshelton@yahoo.com,Coimbatore,Tamil Nadu,India,South
CUST00222,Lee Simpson,62,Other,shannon01@hotmail.com,Darjeeling,West Bengal,India,East
CUST00223,Sonia Arnold,31,Male,sfox@hotmail.com,Guntur,Andhra Pradesh,India,South
CUST00224,Jill Moore,18,Other,melanie28@gmail.com,Udaipur,Rajasthan,India,West
CUST00225,Misty Olsen,46,Female,lidevon@gmail.com,Amritsar,Punjab,India,North
CUST00226,Morgan Strong,50,Male,fernandonovak@campbell.com,Visakhapatnam,Andhra Pradesh,India,South
CUST00227,Mrs. Brittany Blackwell,21,Male,darren29@brown.com,Patna,Bihar,India,East
CUST00228,Jeremy Webb,37,Male,bradleysara@gmail.com,Thiruvananthapuram,Kerala,India,South
CUST00229,Keith Meyers,22,Female,garzaronald@monroe.com,Patna,Bihar,India,East
CUST00230,Lisa Jones,52,Female,lauragriffith@hotmail.com,Vasco da Gama,Goa,India,West
CUST00231,Jody Perry,49,Other,julie67@hotmail.com,Jaipur,Rajasthan,India,West
CUST00232,Aaron Macdonald,20,Other,donovanjessica@bridges-thompson.org,Ranchi,Jharkhand,India,East
CUST00233,Terri Webb,37,Male,sullivanwilliam@herring-long.com,Salem,Tamil Nadu,India,South
CUST00234,Tiffany Turner,44,Other,xlee@hotmail.com,Lucknow,Uttar Pradesh,India,North
CUST00235,Judy Davis,70,Other,michaelchandler@edwards.info,Rourkela,Odisha,India,East
CUST00236,Jason Benton,41,Female,yvonne13@gmail.com,Ahmedabad,Gujarat,India,West
CUST00237,Ashley Reese,43,Male,harrisvincent@gmail.com,Ahmedabad,Gujarat,India,West
CUST00238,Vanessa Hardy,21,Male,tina08@hughes-leblanc.info,Cuttack,Odisha,India,East
CUST00239,Amanda Anderson,62,Male,palmerclaire@webb.org,Madurai,Tamil Nadu,India,South
CUST00240,Kimberly King,36,Other,sarah27@horton-jones.com,Faridabad,Haryana,India,North
CUST00241,Michael Owens DDS,68,Male,pmiller@johnson.biz,Darjeeling,West Bengal,India,East
CUST00242,Patricia Franco,48,Male,gjackson@may.org,Bokaro,Jharkhand,India,East
CUST00243,Joyce Dean,34,Female,mccormickjason@perez-fisher.com,Patna,Bihar,India,East
CUST00244,Patricia Padilla,43,Female,lanebrittany@yahoo.com,Jaipur,Rajasthan,India,West
CUST00245,Linda Warren,26,Male,richardburns@yahoo.com,Surat,Gujarat,India,West
CUST00246,Robert Thompson,20,Female,cwilliams@gmail.com,Mumbai,Maharashtra,India,West
CUST00247,Wanda Bartlett,60,Male,ujones@miller.com,Surat,Gujarat,India,West
CUST00248,Rebecca Preston,26,Other,dwebster@rodriguez.info,Bhagalpur,Bihar,India,East
CUST00249,David Bradley,22,Male,drew78@moss-summers.net,Kolkata,West Bengal,India,East
CUST00250,Alexandra Evans,31,Male,andersonricky@gmail.com,Nagpur,Maharashtra,India,West
CUST00251,Kayla Alvarez,59,Male,rsmith@montgomery-york.net,Cuttack,Odisha,India,East
CUST00252,Brian Haynes,25,Male,katherinekent@yahoo.com,Ambala,Haryana,India,North
CUST00253,Annette Daniel,39,Female,jasonriggs@hotmail.com,Vadodara,Gujarat,India,West
CUST00254,Leslie Clay,31,Female,rmason@wilson.com,Amritsar,Punjab,India,North
CUST00255,Brandi Shaffer,67,Female,matthewscarl@rose.info,Mapusa,Goa,India,West
CUST00256,Mr. Thomas Lee,29,Female,opatterson@mcdonald.com,Visakhapatnam,Andhra Pradesh,India,South
CUST00257,Candice Guerrero PhD,35,Male,anthonybaker@gmail.com,Vijayawada,Andhra Pradesh,India,South
CUST00258,Gina Taylor,45,Female,justincuevas@yahoo.com,Gaya,Bihar,India,East
CUST00259,Patrick Adkins,60,Other,qmorales@rice-atkins.com,Kozhikode,Kerala,India,South
CUST00260,Alyssa Stewart,32,Female,perezjeanette@yahoo.com,Ambala,Haryana,India,North
CUST00261,Thomas Williams,62,Male,tthomas@wilson-jarvis.com,Mangalore,Karnataka,India,South
CUST00262,Abigail Vargas,70,Female,laura06@jones.org,Guntur,Andhra Pradesh,India,South
CUST00263,Holly Smith,66,Female,rmonroe@jordan.info,Bhagalpur,Bihar,India,East
CUST00264,George Rojas,58,Other,ericlopez@yahoo.com,Pune,Maharashtra,India,West
CUST00265,Christopher Castro,37,Male,justinbrown@hotmail.com,Bokaro,Jharkhand,India,East
CUST00266,Tiffany Cervantes,32,Male,alicia02@gmail.com,Agra,Uttar Pradesh,India,North
CUST00267,Kaitlin Sparks,36,Female,nicholas00@cole-torres.com,Coimbatore,Tamil Nadu,India,South
CUST00268,Kathleen Flores,64,Female,jessica87@nelson.com,Varanasi,Uttar Pradesh,India,North
CUST00269,Alice Rivera DVM,53,Other,becky39@gmail.com,Pune,Maharashtra,India,West
CUST00270,Justin Wilson,65,Male,gabriel40@yahoo.com,Kozhikode,Kerala,India,South
CUST00271,Jennifer Carter,63,Female,garzacharles@yahoo.com,Pune,Maharashtra,India,West
CUST00272,Martin Erickson,24,Female,vmaldonado@henderson.biz,Kozhikode,Kerala,India,South
CUST00273,Eric Chase,59,Female,qfrench@sweeney.com,Mysuru,Karnataka,India,South
CUST00274,Michele Price,38,Female,evanschloe@hotmail.com,Kochi,Kerala,India,South
CUST00275,Samantha Wilson,53,Female,lorettajames@christensen-mendoza.com,Nashik,Maharashtra,India,West
CUST00276,Christopher Romero,44,Male,qsmith@yahoo.com,Thiruvananthapuram,Kerala,India,South
CUST00277,John Jones,54,Female,donna39@gmail.com,Kozhikode,Kerala,India,South
CUST00278,Joshua Romero,24,Female,jennifermeyer@hotmail.com,Kota,Rajasthan,India,West
CUST00279,Nicholas Murphy,43,Other,campbellsteven@hotmail.com,Jaipur,Rajasthan,India,West
CUST00280,Bradley Miller,19,Male,hernandezkristi@cabrera.com,Panaji,Goa,India,West
CUST00281,Donna Martin,48,Male,lpowell@hotmail.com,Jamshedpur,Jharkhand,India,East
CUST00282,Justin Nguyen,62,Male,kirbykaren@gmail.com,Hubli,Karnataka,India,South
CUST00283,Kayla Rivera,52,Other,joneschris@gmail.com,Darjeeling,West Bengal,India,East
CUST00284,Alyssa Howard,53,Male,vrich@brennan-king.com,Visakhapatnam,Andhra Pradesh,India,South
CUST00285,Timothy Griffin,25,Male,calvin04@taylor-boyd.info,Coimbatore,Tamil Nadu,India,South
CUST00286,Nicholas Hunter,68,Male,zimmermanjohnny@steele.com,Bhagalpur,Bihar,India,East
